Company Name,Company Link,Description,Geography
Teraki,http://teraki.com/,Teraki is an AI and IoT company that develops and produces intelligent edge processing software for the automotive industry. Their software is embedded within devices and/or sensors to efficiently condense and transmit data to the cloud.,Europe
Venus Aerospace,http://venusaero.com/,Venus Aerospace was founded with the goal to build hypersonic rocket engines and space planes that will change global travel as we know it. The technology also has applicability for military missiles.,South
Verity Studios,http://verity.ch/,Verity is a platform designed to enable safe use of large numbers of drones indoors and above people for verticals including entertainment and industry. The company’s Synthetic Swarm drone show combines its proprietary software with its LucieTM micro drones.,Europe
Vorticity,https://vorticity.xyz/,"Vorticity has created a unique cloud accessible scientific computing platform through custom silicon accelerators for tackling some of the world’s hardest computational problems. Designed to make computers fast for fluid dynamics modeling, the company’s chips enable clients to speed up critical computing. The solution is tailored for industries such as aerospace, life sciences, and nuclear energy.",California
WelbeHealth,http://welbehealth.com/,"WelbeHealth offers an alternative to nursing facilities, linking comprehensive health care services to frail seniors in the community who are eligible for nursing home care. They develop high-touch, team-based, and managed medical and social services.",California
Whistle Labs,http://www.whistle.com/,"Whistle develops GPS-based activity trackers for pets. These trackers monitor pets’ health and locations, analyze activity levels of potentially problematic behaviors, and help owners track events of their pets’ day, with real-time notifications.",California
Xaptum,http://www.xaptum.com/,"Xaptum develops patented hardware security that is designed for the Internet of Things (IoT). They simplify the orchestration of secure data exchange between users’ Things and Clouds by utilizing a software-defined, multi-tenant IPv6-overlay network.",Great Lakes
Zordi,http://zordi.com/,"Zordi is developing a modular, autonomous greenhouse platform operated by AI and robots to grow high-quality produce. They are committed to feeding the world with sustainably grown fresh fruits and vegetables. To create short and efficient supply chains, they envision Zordi greenhouses operating near major cities, ensuring that fresh produce is readily available anywhere.",West Coast (x-CA)
ConcealFab,http://www.concealfab.com/,ConcealFab develops and manufactures infrastructure products that serve the needs of the commercial wireless and government telecom sectors. They pair engineering and manufacturing ingenuity in order to revolutionize the wireless telephone industry.,Mountain
Dextrous Robotics,http://dextrousrobotics.com/,Dextrous Robotics is working to change how logistics companies operate by building robotic manipulation solutions for the industry. They are building robots that will automate the unloading of boxes from shipping containers. Their Chopstick system combines hardware and software to create a unique grasping and manipulation approach to accomplish this task.,Southeast
Frore Systems,http://froresystems.com/,Frore’s flexible micro electro mechanical systems are improving the effciency and speed of electromechanical systems. Their heat dissipation technology improves the performance of computational chips and microprocessors.,California
GoGig,http://www.gogig.com/,GoGig is an anonymous professional networking platform designed to help passive job seekers confidentially advance their careers. Users can sign up as a job seeker or a recruiter and are matched with others based on specific personality traits and career qualifications.,Southeast
Luminous,http://luminous.co/,Luminous is a developer of novel photonics chips. These chips leverage the physical characteristics of photons to process the exponentially increasing compute workloads in Artificial Intelligence (AI) applications.,California
Petra,https://petra.cc/,"Petra’s robot bores underground utility tunnels through the hardest rock — often located in windy, fire-prone areas where above ground utility infrastructures are vulnerable. A single micro-tunneling machine can replace whole product suites, with 100x the speed and 1/10 the cost of current solutions.",California
Sustainment,http://sustainment.tech/,"Sustainment is a SaaS platform connecting manufacturing vendors and U.S. machine shops with their enterprise customers. Their platform incorporates algorithm-based matching and optimization, encrypted transfer protocols, and semi-autonomous sourcing techniques to provide an intuitive customer experience for sourcing teams and manufacturing vendors.",South
Company Name,Company Link,Description,Geography
1Up,https://1up.ai/,"1UP is an AI-powered competitive intelligence platform designed to give leading companies real-time information on their competitors. Competitor data is often housed in different silos / systems. 1UP's platform effortlessly pulls all data from various repositories such as LinkedIn, competitor websites, GlassDoor, and CRM systems.",New England
1Up,https://1up.ai/,"1UP is an AI-powered competitive intelligence platform designed to give leading companies real-time information on their competitors. Competitor data is often housed in different silos / systems. 1UP's platform effortlessly pulls all data from various repositories such as LinkedIn, competitor websites, GlassDoor, and CRM systems.",New England
6d.ai,http://6d.ai/,"6D is an augmented reality cloud platform designed for AR apps and intended to build a comprehensive, real-time 3D map of the world. The company’s platform constructs a real-time dense mesh from crowd-sourced data for use in 3D mapping and multi-user AR experiences.",California
1Up,https://1up.ai/,"1UP is an AI-powered competitive intelligence platform designed to give leading companies real-time information on their competitors. Competitor data is often housed in different silos / systems. 1UP's platform effortlessly pulls all data from various repositories such as LinkedIn, competitor websites, GlassDoor, and CRM systems.",New England
6d.ai,http://6d.ai/,"6D is an augmented reality cloud platform designed for AR apps and intended to build a comprehensive, real-time 3D map of the world. The company’s platform constructs a real-time dense mesh from crowd-sourced data for use in 3D mapping and multi-user AR experiences.",California
8base,https://8base.com/,"8base is a low-code, full stack development platform helping entrepreneurs and creators in established companies bring their product visions to life faster, better, and more economically. The platform helps users deliver client projects faster while increasing their margins and reducing reliance on scarce and expensive software development talent.",Southeast
1Up,https://1up.ai/,"1UP is an AI-powered competitive intelligence platform designed to give leading companies real-time information on their competitors. Competitor data is often housed in different silos / systems. 1UP's platform effortlessly pulls all data from various repositories such as LinkedIn, competitor websites, GlassDoor, and CRM systems.",New England
6d.ai,http://6d.ai/,"6D is an augmented reality cloud platform designed for AR apps and intended to build a comprehensive, real-time 3D map of the world. The company’s platform constructs a real-time dense mesh from crowd-sourced data for use in 3D mapping and multi-user AR experiences.",California
8base,https://8base.com/,"8base is a low-code, full stack development platform helping entrepreneurs and creators in established companies bring their product visions to life faster, better, and more economically. The platform helps users deliver client projects faster while increasing their margins and reducing reliance on scarce and expensive software development talent.",Southeast
Abatable,http://abatable.com/,"Abatable has developed a platform that helps companies navigate the complexity of voluntary carbon markets and steer to net-zero carbon. Abatable has developed a platform that helps companies navigate the complexity of voluntary carbon markets and build a credible, rigorous path to net-zero carbon.",Europe
1Up,https://1up.ai/,"1UP is an AI-powered competitive intelligence platform designed to give leading companies real-time information on their competitors. Competitor data is often housed in different silos / systems. 1UP's platform effortlessly pulls all data from various repositories such as LinkedIn, competitor websites, GlassDoor, and CRM systems.",New England
6d.ai,http://6d.ai/,"6D is an augmented reality cloud platform designed for AR apps and intended to build a comprehensive, real-time 3D map of the world. The company’s platform constructs a real-time dense mesh from crowd-sourced data for use in 3D mapping and multi-user AR experiences.",California
8base,https://8base.com/,"8base is a low-code, full stack development platform helping entrepreneurs and creators in established companies bring their product visions to life faster, better, and more economically. The platform helps users deliver client projects faster while increasing their margins and reducing reliance on scarce and expensive software development talent.",Southeast
Abatable,http://abatable.com/,"Abatable has developed a platform that helps companies navigate the complexity of voluntary carbon markets and steer to net-zero carbon. Abatable has developed a platform that helps companies navigate the complexity of voluntary carbon markets and build a credible, rigorous path to net-zero carbon.",Europe
AC Momento,https://www.acmomento.com/,"AC Momento is football's premier online auction house, bringing fans game-worn jerseys and memorabilia sourced directly from their favorite clubs and athletes. AC Momento sources jerseys and memorabilia via exclusive agreements with top clubs and athletes. Its mobile app provides digital certificates of authenticity, live in-game bidding, personal player collections, and soon a platform for secondary sales.",New York
1Up,https://1up.ai/,"1UP is an AI-powered competitive intelligence platform designed to give leading companies real-time information on their competitors. Competitor data is often housed in different silos / systems. 1UP's platform effortlessly pulls all data from various repositories such as LinkedIn, competitor websites, GlassDoor, and CRM systems.",New England
6d.ai,http://6d.ai/,"6D is an augmented reality cloud platform designed for AR apps and intended to build a comprehensive, real-time 3D map of the world. The company’s platform constructs a real-time dense mesh from crowd-sourced data for use in 3D mapping and multi-user AR experiences.",California
8base,https://8base.com/,"8base is a low-code, full stack development platform helping entrepreneurs and creators in established companies bring their product visions to life faster, better, and more economically. The platform helps users deliver client projects faster while increasing their margins and reducing reliance on scarce and expensive software development talent.",Southeast
Abatable,http://abatable.com/,"Abatable has developed a platform that helps companies navigate the complexity of voluntary carbon markets and steer to net-zero carbon. Abatable has developed a platform that helps companies navigate the complexity of voluntary carbon markets and build a credible, rigorous path to net-zero carbon.",Europe
AC Momento,https://www.acmomento.com/,"AC Momento is football's premier online auction house, bringing fans game-worn jerseys and memorabilia sourced directly from their favorite clubs and athletes. AC Momento sources jerseys and memorabilia via exclusive agreements with top clubs and athletes. Its mobile app provides digital certificates of authenticity, live in-game bidding, personal player collections, and soon a platform for secondary sales.",New York
Accolade,http://www.accolade.com/,"Accolade is an independent health and benefits solution designed to improve experience, outcomes, and cost of medical care. They use personalized advocacy and the latest technology to help achieve consistent, favorable results in the healthcare field.",Mid-Atlantic
1Up,https://1up.ai/,"1UP is an AI-powered competitive intelligence platform designed to give leading companies real-time information on their competitors. Competitor data is often housed in different silos / systems. 1UP's platform effortlessly pulls all data from various repositories such as LinkedIn, competitor websites, GlassDoor, and CRM systems.",New England
6d.ai,http://6d.ai/,"6D is an augmented reality cloud platform designed for AR apps and intended to build a comprehensive, real-time 3D map of the world. The company’s platform constructs a real-time dense mesh from crowd-sourced data for use in 3D mapping and multi-user AR experiences.",California
8base,https://8base.com/,"8base is a low-code, full stack development platform helping entrepreneurs and creators in established companies bring their product visions to life faster, better, and more economically. The platform helps users deliver client projects faster while increasing their margins and reducing reliance on scarce and expensive software development talent.",Southeast
Abatable,http://abatable.com/,"Abatable has developed a platform that helps companies navigate the complexity of voluntary carbon markets and steer to net-zero carbon. Abatable has developed a platform that helps companies navigate the complexity of voluntary carbon markets and build a credible, rigorous path to net-zero carbon.",Europe
AC Momento,https://www.acmomento.com/,"AC Momento is football's premier online auction house, bringing fans game-worn jerseys and memorabilia sourced directly from their favorite clubs and athletes. AC Momento sources jerseys and memorabilia via exclusive agreements with top clubs and athletes. Its mobile app provides digital certificates of authenticity, live in-game bidding, personal player collections, and soon a platform for secondary sales.",New York
Accolade,http://www.accolade.com/,"Accolade is an independent health and benefits solution designed to improve experience, outcomes, and cost of medical care. They use personalized advocacy and the latest technology to help achieve consistent, favorable results in the healthcare field.",Mid-Atlantic
Activ Surgical,http://activsurgical.com/,"Activ Surgical is the developer of an AI-augmented surgical platform. Their hardware-agnostic surgical software allows minimally invasive surgical systems (laparoscopes, arthroscopes and robots) to autonomously collaborate with surgeons.",New England
1Up,https://1up.ai/,"1UP is an AI-powered competitive intelligence platform designed to give leading companies real-time information on their competitors. Competitor data is often housed in different silos / systems. 1UP's platform effortlessly pulls all data from various repositories such as LinkedIn, competitor websites, GlassDoor, and CRM systems.",New England
6d.ai,http://6d.ai/,"6D is an augmented reality cloud platform designed for AR apps and intended to build a comprehensive, real-time 3D map of the world. The company’s platform constructs a real-time dense mesh from crowd-sourced data for use in 3D mapping and multi-user AR experiences.",California
8base,https://8base.com/,"8base is a low-code, full stack development platform helping entrepreneurs and creators in established companies bring their product visions to life faster, better, and more economically. The platform helps users deliver client projects faster while increasing their margins and reducing reliance on scarce and expensive software development talent.",Southeast
Abatable,http://abatable.com/,"Abatable has developed a platform that helps companies navigate the complexity of voluntary carbon markets and steer to net-zero carbon. Abatable has developed a platform that helps companies navigate the complexity of voluntary carbon markets and build a credible, rigorous path to net-zero carbon.",Europe
AC Momento,https://www.acmomento.com/,"AC Momento is football's premier online auction house, bringing fans game-worn jerseys and memorabilia sourced directly from their favorite clubs and athletes. AC Momento sources jerseys and memorabilia via exclusive agreements with top clubs and athletes. Its mobile app provides digital certificates of authenticity, live in-game bidding, personal player collections, and soon a platform for secondary sales.",New York
Accolade,http://www.accolade.com/,"Accolade is an independent health and benefits solution designed to improve experience, outcomes, and cost of medical care. They use personalized advocacy and the latest technology to help achieve consistent, favorable results in the healthcare field.",Mid-Atlantic
Activ Surgical,http://activsurgical.com/,"Activ Surgical is the developer of an AI-augmented surgical platform. Their hardware-agnostic surgical software allows minimally invasive surgical systems (laparoscopes, arthroscopes and robots) to autonomously collaborate with surgeons.",New England
Active Protective,http://www.activeprotective.com/,"Tango develops smart belts to reduce traumatic injury after a fall by using 3D motion sensors and wearable airbag technology. The belts are designed for seniors with comfort and function in mind, and send digital alerts to caregivers for fall notification.",Mid-Atlantic
1Up,https://1up.ai/,"1UP is an AI-powered competitive intelligence platform designed to give leading companies real-time information on their competitors. Competitor data is often housed in different silos / systems. 1UP's platform effortlessly pulls all data from various repositories such as LinkedIn, competitor websites, GlassDoor, and CRM systems.",New England
6d.ai,http://6d.ai/,"6D is an augmented reality cloud platform designed for AR apps and intended to build a comprehensive, real-time 3D map of the world. The company’s platform constructs a real-time dense mesh from crowd-sourced data for use in 3D mapping and multi-user AR experiences.",California
8base,https://8base.com/,"8base is a low-code, full stack development platform helping entrepreneurs and creators in established companies bring their product visions to life faster, better, and more economically. The platform helps users deliver client projects faster while increasing their margins and reducing reliance on scarce and expensive software development talent.",Southeast
Abatable,http://abatable.com/,"Abatable has developed a platform that helps companies navigate the complexity of voluntary carbon markets and steer to net-zero carbon. Abatable has developed a platform that helps companies navigate the complexity of voluntary carbon markets and build a credible, rigorous path to net-zero carbon.",Europe
AC Momento,https://www.acmomento.com/,"AC Momento is football's premier online auction house, bringing fans game-worn jerseys and memorabilia sourced directly from their favorite clubs and athletes. AC Momento sources jerseys and memorabilia via exclusive agreements with top clubs and athletes. Its mobile app provides digital certificates of authenticity, live in-game bidding, personal player collections, and soon a platform for secondary sales.",New York
Accolade,http://www.accolade.com/,"Accolade is an independent health and benefits solution designed to improve experience, outcomes, and cost of medical care. They use personalized advocacy and the latest technology to help achieve consistent, favorable results in the healthcare field.",Mid-Atlantic
Activ Surgical,http://activsurgical.com/,"Activ Surgical is the developer of an AI-augmented surgical platform. Their hardware-agnostic surgical software allows minimally invasive surgical systems (laparoscopes, arthroscopes and robots) to autonomously collaborate with surgeons.",New England
Active Protective,http://www.activeprotective.com/,"Tango develops smart belts to reduce traumatic injury after a fall by using 3D motion sensors and wearable airbag technology. The belts are designed for seniors with comfort and function in mind, and send digital alerts to caregivers for fall notification.",Mid-Atlantic
AdaptX,https://www.adaptx.com/,"AdaptX (formally MDmetrix) is a healthcare data analytics, visualization, and AI company that serves hospitals and surgery centers. Users can understand outcomes, compare approaches, improve their care, and monitor results — letting them easily leverage their own data.",West Coast (x-CA)
1Up,https://1up.ai/,"1UP is an AI-powered competitive intelligence platform designed to give leading companies real-time information on their competitors. Competitor data is often housed in different silos / systems. 1UP's platform effortlessly pulls all data from various repositories such as LinkedIn, competitor websites, GlassDoor, and CRM systems.",New England
6d.ai,http://6d.ai/,"6D is an augmented reality cloud platform designed for AR apps and intended to build a comprehensive, real-time 3D map of the world. The company’s platform constructs a real-time dense mesh from crowd-sourced data for use in 3D mapping and multi-user AR experiences.",California
8base,https://8base.com/,"8base is a low-code, full stack development platform helping entrepreneurs and creators in established companies bring their product visions to life faster, better, and more economically. The platform helps users deliver client projects faster while increasing their margins and reducing reliance on scarce and expensive software development talent.",Southeast
Abatable,http://abatable.com/,"Abatable has developed a platform that helps companies navigate the complexity of voluntary carbon markets and steer to net-zero carbon. Abatable has developed a platform that helps companies navigate the complexity of voluntary carbon markets and build a credible, rigorous path to net-zero carbon.",Europe
AC Momento,https://www.acmomento.com/,"AC Momento is football's premier online auction house, bringing fans game-worn jerseys and memorabilia sourced directly from their favorite clubs and athletes. AC Momento sources jerseys and memorabilia via exclusive agreements with top clubs and athletes. Its mobile app provides digital certificates of authenticity, live in-game bidding, personal player collections, and soon a platform for secondary sales.",New York
Accolade,http://www.accolade.com/,"Accolade is an independent health and benefits solution designed to improve experience, outcomes, and cost of medical care. They use personalized advocacy and the latest technology to help achieve consistent, favorable results in the healthcare field.",Mid-Atlantic
Activ Surgical,http://activsurgical.com/,"Activ Surgical is the developer of an AI-augmented surgical platform. Their hardware-agnostic surgical software allows minimally invasive surgical systems (laparoscopes, arthroscopes and robots) to autonomously collaborate with surgeons.",New England
Active Protective,http://www.activeprotective.com/,"Tango develops smart belts to reduce traumatic injury after a fall by using 3D motion sensors and wearable airbag technology. The belts are designed for seniors with comfort and function in mind, and send digital alerts to caregivers for fall notification.",Mid-Atlantic
AdaptX,https://www.adaptx.com/,"AdaptX (formally MDmetrix) is a healthcare data analytics, visualization, and AI company that serves hospitals and surgery centers. Users can understand outcomes, compare approaches, improve their care, and monitor results — letting them easily leverage their own data.",West Coast (x-CA)
AdeptID,https://adept-id.com/,"AdeptID is a social-impact venture that uses machine learning to improve job mobility for people in the workforce who do not have college degrees. The company identifies transferable skills for any job, which it uses to recommend overlooked talent being sought by clients such as large employers and training providers. It also provides API access for product leaders and developers at talent software companies.",New England
1Up,https://1up.ai/,"1UP is an AI-powered competitive intelligence platform designed to give leading companies real-time information on their competitors. Competitor data is often housed in different silos / systems. 1UP's platform effortlessly pulls all data from various repositories such as LinkedIn, competitor websites, GlassDoor, and CRM systems.",New England
6d.ai,http://6d.ai/,"6D is an augmented reality cloud platform designed for AR apps and intended to build a comprehensive, real-time 3D map of the world. The company’s platform constructs a real-time dense mesh from crowd-sourced data for use in 3D mapping and multi-user AR experiences.",California
8base,https://8base.com/,"8base is a low-code, full stack development platform helping entrepreneurs and creators in established companies bring their product visions to life faster, better, and more economically. The platform helps users deliver client projects faster while increasing their margins and reducing reliance on scarce and expensive software development talent.",Southeast
Abatable,http://abatable.com/,"Abatable has developed a platform that helps companies navigate the complexity of voluntary carbon markets and steer to net-zero carbon. Abatable has developed a platform that helps companies navigate the complexity of voluntary carbon markets and build a credible, rigorous path to net-zero carbon.",Europe
AC Momento,https://www.acmomento.com/,"AC Momento is football's premier online auction house, bringing fans game-worn jerseys and memorabilia sourced directly from their favorite clubs and athletes. AC Momento sources jerseys and memorabilia via exclusive agreements with top clubs and athletes. Its mobile app provides digital certificates of authenticity, live in-game bidding, personal player collections, and soon a platform for secondary sales.",New York
Accolade,http://www.accolade.com/,"Accolade is an independent health and benefits solution designed to improve experience, outcomes, and cost of medical care. They use personalized advocacy and the latest technology to help achieve consistent, favorable results in the healthcare field.",Mid-Atlantic
Activ Surgical,http://activsurgical.com/,"Activ Surgical is the developer of an AI-augmented surgical platform. Their hardware-agnostic surgical software allows minimally invasive surgical systems (laparoscopes, arthroscopes and robots) to autonomously collaborate with surgeons.",New England
