Company Name,Description,Website
Alector,"Alector is a privately held biotechnology company whose mission is to develop immuno-neurology and immuno-oncology therapies to treat neurodegenerative diseases and cancer. Alector is headquartered in South San Francisco, Calif.",https://alector.com/
Alimera,"Alimera Sciences a global pharmaceutical company whose mission is to be invaluable to patients, physicians and partners concerned with retinal health and maintaining better vision longer.",http://www.alimerasciences.com/
AlivaMab,"AlivaMab Discovery Services (ADS) sets its partners’ antibody discovery programs on the fastest and most de-risked path through discovery and development. Trusted by top-tier pharmaceutical and biotechnology companies, ADS delivers drug-quality, fully human antibodies on exceptional timelines. ADS achieves its partners’ design goals, from simple to extraordinarily challenging, through the generation and function-first screening of large, molecularly diverse panels of antibodies. ADS focuses on rapid and efficient delivery of antibodies, characterized for function, kinetics and developability, and engineering for advanced modalities, including multispecifics and CARs. The ADS team’s experience in antibody drug discovery and development comes from many of the world’s top 15 pharmaceutical companies, including AbbVie, AstraZeneca, Bristol Myers Squibb, Novartis, Pfizer and Roche/Genentech, and translates across more than 500 discovery programs and 35 clinical candidates. This experience, combined with the use of trusted, proven technologies, including Ablexis’ AlivaMab® Mouse platforms, ensures the highest probability of success.",https://alivamab.com/
American Addiction Centers,"Headquartered in Brentwood, Tennessee, American Addiction Centers is a leading provider of inpatient substance abuse treatment services for individuals with drug and alcohol addiction. AAC operates substance abuse treatment facilities across the U.S. that focus on delivering effective clinical care and treatment solutions. American Addiction Centers aims to provide quality, comprehensive and compassionate care to all who struggle with addiction. Founded by industry veterans Michael Cartwright and Jerrod Menz, AAC was created to facilitate research-based treatment programs with structured curricula for detoxification, residential treatment, partial hospitalization and intensive outpatient care.",https://americanaddictioncenters.org/
Annexon (Nasdaq: ANNX),"Annexon (Nasdaq: ANNX) is a clinical-stage biopharmaceutical company developing a new class of complement medicines for patients with classical complement-mediated autoimmune, neurodegenerative, and ophthalmic disorders of the body, brain and eye. The company’s pipeline is based on its platform technology addressing a broad spectrum of well-researched classical complement-mediated autoimmune and neurodegenerative diseases triggered by aberrant activation of C1q, the initiating molecule of the classical complement pathway. Annexon is advancing a portfolio of innovative product candidates designed to block the activity of C1q and the entire classical complement pathway: ANX005 (intravenous administration), ANX007 (intravitreal administration), and ANX009 (subcutaneous administration). Annexon is deploying a disciplined, biomarker-driven strategy designed to improve the probability of technical success of its portfolio.",https://annexonbio.com/
Apertura,"Apertura is a biotechnology company opening opportunities for treating currently intractable diseases. We are uniquely positioned to develop genetic medicines by simultaneously engineering AAV capsids, genetic regulatory elements, and payloads to overcome limitations in cellular access, gene expression, pre-existing immunity, and manufacturability. Apertura is committed to growing the field of gene therapy and believes that together we maximize our impact by working with corporate and academic partners, patients, and foundations. Founded on technologies from the Broad Institute and Harvard University, and with support from Deerfield Management Company, the company is based at the Cure, Deerfield’s innovation campus in New York City.",https://aperturagtx.com/
"Appello Pharmaceuticals,","Appello Pharmaceuticals, Inc. is a clinical-stage therapeutics company focused on identifying and developing innovative early-stage drug candidates for patients living with disorders of the nervous system. Based in Nashville, Tennessee, Appello has a strong collaborative relationship with Vanderbilt University’s Warren Center for Neuroscience Drug Discovery (WCNDD), where AP-472 was discovered.",https://appellopharma.com/
Aprecia,"Founded in 2004, Aprecia received the first and only FDA approved three-dimensionally-printed (3DP) pharmaceutical product approval in 2015.Aprecia uses its ZipDose® Technology to create rapidly disintegrating oral dosage forms that are easy to take and easy to administer. Without compression during the 3DP manufacturing process, engineered and coated particles such as taste masking and modified release are possible on large dose products (over a1000mg). Aprecia directly owns a patent estate for novel 3DP machines and pharmaceutical 3DP applications. It licenses its exclusive technology platform to pharmaceutical partners as a means to extend product lines, improve patient reach and experience, and address FDA requirements as a pediatric delivery form.",https://www.aprecia.com/
ARS Pharmaceuticals,"ARS Pharmaceuticals is dedicated to empowering at-risk patients and caregivers to better protect themselves from severe allergic reactions that could lead to anaphylaxis. The Company is developing NeffyTM (ARS-1), an intranasal epinephrine spray with a unique absorption technology that could be easy-to-use, convenient, and more reliable for patients and loved ones at-risk of severe allergic reactions to food, medications and insect bites that could lead to life-threatening anaphylaxis.",https://ars-pharma.com/
ARTMS Inc,"Based in Vancouver, British Columbia, Canada, ARTMS Inc. is a global leader in the development of novel technologies and products which enable the high-quality and high-yield production of the world’s most-used diagnostic imaging isotopes. ARTMS’ flagship product, the QUANTM Irradiation SystemTM (QISTM), enables decentralized, cost-effective, large-scale production of important medical isotopes such as gallium-68 (68Ga), zirconium-89 (89Zr), technetium‐99m (99mTc) and copper-64 (64Cu) using pharmaceutical distributor and hospital-based medical cyclotrons, empowering users to control their supply chain. ARTMS commercializes these award-winning and proprietary Canadian inventions on a global basis and has the prospect of revolutionizing the nuclear medicine industry.",https://www.artms.ca/
Arvinas,"Arvinas is a clinical-stage biopharmaceutical company dedicated to improving the lives of patients suffering from debilitating and life-threatening diseases through the discovery, development, and commercialization of therapies that degrade disease-causing proteins. Arvinas uses its proprietary PROTAC® Discovery Engine platform to engineer proteolysis targeting chimeras, or PROTAC® targeted protein degraders, that are designed to harness the body’s own natural protein disposal system to selectively and efficiently degrade and remove disease-causing proteins. In addition to its robust preclinical pipeline of PROTAC® protein degraders against validated and “undruggable” targets, the company has three clinical-stage programs: ARV-110 and ARV-766 for the treatment of men with metastatic castrate-resistant prostate cancer; and ARV-471 for the treatment of patients with locally advanced or metastatic ER+/HER2- breast cancer.",https://www.arvinas.com/
Ascend,"Ascend is a specialist company innovating manufacturing processes to improve quality, potency, safety and cost enabling better reach for gene therapy technologies, initially focused on high-quality Adeno-associated virus (AAV) vectors. Ascend offers process development, clinical manufacturing, and analytical and regulatory support for biotech companies working in advanced modalities requiring flexible CMC services.",https://www.ascend-gctx.com/
Assertio,"Assertio is a leading commercial pharmaceutical company bringing differentiated products to patients. The Company has a robust portfolio of branded prescription products in three areas: neurology, hospital, and pain and inflammation. Assertio has grown through business development including licensing, mergers, and acquisitions.",https://www.assertiotx.com/
aTyr,"aTyr is a biotherapeutics company engaged in the discovery and development of innovative medicines based on novel biological pathways. aTyr’s research and development efforts are concentrated on a newly discovered area of biology, the extracellular functionality and signaling pathways of tRNA synthetases. aTyr has built a global intellectual property estate directed to a potential pipeline of protein compositions derived from 20 tRNA synthetase genes and their extracellular targets. aTyr’s primary focus is ATYR1923, a clinical-stage product candidate which binds to the neuropilin-2 receptor and is designed to down-regulate immune engagement in inflammatory lung diseases.",https://atyrpharma.com/
Aurion Biotech,"Based in Seattle, Boston and Tokyo, Aurion Biotech is a clinical-stage biotech company. Our mission is to restore vision to millions of patients with our life-changing regenerative therapies. Our first candidate is for the treatment of corneal edema secondary to endothelial dysfunction, and is one of the first clinically validated cell therapies for corneal care. Healthy cells from a donor cornea are cultured in a novel, multi-step, proprietary and patented process. Cells manufactured from a single donor can treat more than 100 recipient eyes. In clinical trials in Japan, patients have experienced significant and durable improvements in key measures of corneal health: visual acuity, corneal endothelial cell density and central corneal thickness. The Aurion Biotech team is preparing for clinical trials in the U.S. ",https://aurionbiotech.com/
