,"Founded in 2004, Aprecia received the first and only FDA approved three-dimensionally-printed (3DP) pharmaceutical product approval in 2015. Aprecia uses its ZipDose® Technology to create rapidly disintegrating oral dosage forms that are easy to take and easy to administer. Without compression during the 3DP manufacturing process, engineered and coated particles such as taste masking and modified release are possible on large dose products (over a1000mg). Aprecia directly owns a patent estate for novel 3DP machines and pharmaceutical 3DP applications. It licenses its exclusive technology platform to pharmaceutical partners as a means to extend product lines, improve patient reach and experience, and address FDA requirements as a pediatric delivery form.",https://www.aprecia.com/
Company Name,Description,Website
,"ARS Pharmaceuticals is dedicated to empowering at-risk patients and caregivers to better protect themselves from severe allergic reactions that could lead to anaphylaxis. The Company is developing NeffyTM (ARS-1), an intranasal epinephrine spray with a unique absorption technology that could be easy-to-use, convenient, and more reliable for patients and loved ones at-risk of severe allergic reactions to food, medications and insect bites that could lead to life-threatening anaphylaxis.",https://ars-pharma.com/
Company Name,Description,Website
,"Based in Vancouver, British Columbia, Canada, ARTMS Inc. is a global leader in the development of novel technologies and products which enable the high-quality and high-yield production of the world’s most-used diagnostic imaging isotopes. ARTMS’ flagship product, the QUANTM Irradiation SystemTM (QISTM), enables decentralized, cost-effective, large-scale production of important medical isotopes such as gallium-68 (68Ga), zirconium-89 (89Zr), technetium‐99m (99mTc) and copper-64 (64Cu) using pharmaceutical distributor and hospital-based medical cyclotrons, empowering users to control their supply chain. ARTMS commercializes these award-winning and proprietary Canadian inventions on a global basis and has the prospect of revolutionizing the nuclear medicine industry.",https://www.artms.ca/
Company Name,Description,Website
,"Arvinas is a clinical-stage biopharmaceutical company dedicated to improving the lives of patients suffering from debilitating and life-threatening diseases through the discovery, development, and commercialization of therapies that degrade disease-causing proteins. Arvinas uses its proprietary PROTAC® Discovery Engine platform to engineer proteolysis targeting chimeras, or PROTAC® targeted protein degraders, that are designed to harness the body’s own natural protein disposal system to selectively and efficiently degrade and remove disease-causing proteins. In addition to its robust preclinical pipeline of PROTAC® protein degraders against validated and “undruggable” targets, the company has three clinical-stage programs: ARV-110 and ARV-766 for the treatment of men with metastatic castrate-resistant prostate cancer; and ARV-471 for the treatment of patients with locally advanced or metastatic ER+/HER2- breast cancer.",https://www.arvinas.com/
Company Name,Description,Website
,"Ascend is a specialist company innovating manufacturing processes to improve quality, potency, safety and cost enabling better reach for gene therapy technologies, initially focused on high-quality Adeno-associated virus (AAV) vectors. Ascend offers process development, clinical manufacturing, and analytical and regulatory support for biotech companies working in advanced modalities requiring flexible CMC services.",https://www.ascend-gctx.com/
Company Name,Description,Website
,"Assertio is a leading commercial pharmaceutical company bringing differentiated products to patients. The Company has a robust portfolio of branded prescription products in three areas: neurology, hospital, and pain and inflammation. Assertio has grown through business development including licensing, mergers, and acquisitions.",https://www.assertiotx.com/
Company Name,Description,Website
,"Assertio is a leading commercial pharmaceutical company bringing differentiated products to patients. The Company has a robust portfolio of branded prescription products in three areas: neurology, hospital, and pain and inflammation. Assertio has grown through business development including licensing, mergers, and acquisitions.",https://www.assertiotx.com/
Company Name,Description,Website
,"Based in Seattle, Boston and Tokyo, Aurion Biotech is a clinical-stage biotech company. Our mission is to restore vision to millions of patients with our life-changing regenerative therapies. Our first candidate is for the treatment of corneal edema secondary to endothelial dysfunction, and is one of the first clinically validated cell therapies for corneal care. Healthy cells from a donor cornea are cultured in a novel, multi-step, proprietary and patented process. Cells manufactured from a single donor can treat more than 100 recipient eyes. In clinical trials in Japan, patients have experienced significant and durable improvements in key measures of corneal health: visual acuity, corneal endothelial cell density and central corneal thickness. The Aurion Biotech team is preparing for clinical trials in the U.S. ",https://aurionbiotech.com/
Company Name,Description,Website
,"Auspex Pharmaceuticals is a late clinical stage biopharmaceutical company focused on the development and commercialization of novel medicines for the treatment of orphan diseases. Auspex’s pipeline includes product candidates to address unmet medical needs in hyperkinetic movement disorders, such as chorea associated with Huntington’s disease, tardive dyskinesia and Tourette syndrome, as well as other orphan indications. Auspex’s lead product candidate, SD-809, is in a Phase 3 registration clinical trial for the treatment of chorea (abnormal involuntary movements) associated with Huntington’s disease. Auspex has employed its deuterium chemistry approach to optimize other deuterium-containing compounds in its portfolio that are at various stages of development.",None
Company Name,Description,Website
,"AveXis, Inc. is a clinical-stage gene therapy company, dedicated to developing and commercializing novel treatments for patients suffering from rare and life-threatening neurological genetic diseases. Our initial product candidate, AVXS-101, is our proprietary gene therapy currently in development for the treatment of spinal muscular atrophy, or SMA, Type 1, the leading genetic cause of infant mortality, and SMA Types 2 and 3. The U.S. Food and Drug Administration, or FDA, has granted AVXS-101 Orphan Drug Designation for the treatment of all types of SMA and Breakthrough Therapy Designation, as well as Fast Track Designation for the treatment of SMA Type 1. In addition to developing AVXS-101 to treat SMA, we also plan to develop other novel treatments for rare neurological diseases, including Rett syndrome and a genetic form of amyotrophic lateral sclerosis caused by mutations in the superoxide dismutase 1 (SOD1) gene.",None
Company Name,Description,Website
,"Aviko Radiopharmaceuticals is a privately held biotechnology company developing medicines to unlock the potential of boron neutron capture therapy (BNCT) to treat a wide variety of cancers. Aviko’s innovative compounds are designed to improve the efficacy of BNCT by targeting and delivering boron to cancer cells with precision. Together with their partners, Aviko is advancing BNCT as a safe, efficacious and convenient treatment modality for patients. Founded by Deerfield Management.",https://avikobnct.com/
Company Name,Description,Website
,"Axon Therapies, a private medtech company, is developing a minimally invasive therapy that aims to address a root cause of heart failure by restoring balance to the sympathetic nervous system. Derived from an existing clinical procedure, splanchnic ablation for volume management (SAVM) using the Satera™ Ablation System enables targeted ablation of the overactive sympathetic nervous system, a key driver of worsening heart failure. The implant-free, catheter-based procedure aims to restore volume balance, stop disease progression and improve patient heart failure symptoms. Axon, a portfolio company of proven medtech incubator Coridea, is funded by leading healthcare investors, including Deerfield Management, Action Potential Venture Capital, and an undisclosed strategic investor.",https://axontherapies.com/
Company Name,Description,Website
,"Aytu BioPharma is a pharmaceutical company commercializing a portfolio of commercial prescription therapeutics and consumer health products. The Company’s prescription products include Adzenys XR-ODT (amphetamine) extended-release orally disintegrating tablets (see Full Prescribing Information, including Boxed WARNING) and Cotempla XR-ODT (methylphenidate) extended-release orally disintegrating tablets (see Full Prescribing Information, including Boxed WARNING) for the treatment of attention deficit hyperactivity disorder (ADHD), as well as Karbinal ER (carbinoxamine maleate), an extended-release antihistamine suspension indicated to treat numerous allergic conditions, and Poly-Vi-Flor® and Tri-Vi-Flor®, two complementary fluoride-based prescription vitamin product lines available in various formulations for infants and children with fluoride deficiency. Aytu’s consumer health segment markets a range of over-the-counter medicines, personal care products, and dietary supplements addressing a range of common conditions including diabetes, allergy, hair regrowth, and gastrointestinal conditions. ",None
Company Name,Description,Website
,"Aziyo Biologics is a commercial-stage regenerative medicine company focused on creating the next generation of differentiated products and improving outcomes in patients undergoing surgery, concentrating on patients receiving implantable medical devices. Since its founding in 2015, the Company has created a portfolio of commercial-stage products used in cardiovascular, orthopedic, and reconstructive specialties.",https://www.aziyo.com/
Company Name,Description,Website
,"BioHorizons, Inc. is part of Henry Schein, Inc. (NASDAQ:HSIC) and a leading global provider of dental implants and tissue regeneration products for dentists and dental specialists. The company has a broad product offering, including dental implants, guided surgery, digital restorations and tissue regeneration solutions for the replacement of missing teeth.",https://www.biohorizons.com/
Company Name,Description,Website
,"Blade Therapeutics, Inc. is a biopharmaceutical company focused on developing cutting-edge treatments for debilitating, incurable fibrotic and neurodegenerative diseases that impact millions of people worldwide. The company has deep expertise in novel biological pathways – including autotaxin / LPA and calpain biology – that are foundational to cell- and tissue-damage responses resulting from protein deposition or aggregation associated with fibrotic and neurodegenerative diseases. Blade expects to advance a differentiated pipeline of oral, small-molecule therapies that include a non-competitive autotaxin inhibitor and inhibitors of dimeric calpains designed for potential treatment of lung, liver and cardiac fibrosis or neurodegenerative diseases. The company’s focused approach offers the potential to produce disease-modifying, life-saving therapies.",https://www.blademed.com/
Company Name,Description,Website
,"Breathe Technologies, Inc. is a developer and manufacturer of innovative medical technologies for patients with respiratory insufficiency and neuromuscular diseases. Founded in 2005, Breathe Technologies manufactures the Life2000® Ventilation System, the first truly wearable ventilator on the market that provides continuous ventilation and supports improved patient mobility. Headquartered in Irvine, California, Breathe Technologies has a robust product pipeline dedicated to enabling healthier living and addressing additional unmet needs in respiratory care.",None
Company Name,Description,Website
,"Cabaletta Bio is focused on the discovery and development of T cell therapies for B cell-mediated autoimmune diseases. Cabaletta’s therapeutic platform produces highly selective autologous Chimeric AutoAntibody Receptor (CAAR) T cells that are designed to precisely bind and destroy only specific autoantibody-producing B cells while sparing normal antibody-producing B cells, which are essential for human health. The platform is based on the revolutionary Chimeric Antigen Receptor (CAR) T cell technology developed at the University of Pennsylvania (“Penn”) that resulted in one of the first commercially-available CAR T cell products for the treatment of B cell malignancies. Cabaletta was founded by Penn physician/scientists Michael Milone, M.D., Ph.D., and Aimee Payne, M.D., Ph.D., who serve as co-chairs of Cabaletta’s Scientific Advisory Board and Steven Nichtberger, M.D., CEO of Cabaletta. Cabaletta has an exclusive global licensing agreement and multiple sponsored research agreements with the University of Pennsylvania to develop the CAAR T technology to treat B cell-mediated autoimmune diseases. The Company’s lead therapeutic program is a potential treatment for a prototypical B cell-mediated autoimmune disease, mucosal pemphigus vulgaris (mPV), which is a rare skin disorder that causes painful blisters and sores on mucous membranes leading to severe and sometimes debilitating and life-altering effects.",https://www.cabalettabio.com/
Company Name,Description,Website
,"CathWorks is a medical technology company focused on applying its advanced computational science platform to optimize coronary artery disease (CAD) therapy decisions and elevate coronary angiography from visual assessment to an objective FFR-based decision-making tool for physicians. FFR-guided PCI decision-making is proven to provide significant clinical benefits for patients with coronary artery disease and economic benefits for patients and payers. The company’s focus today is specifically on bringing the CathWorks FFRangio™ System to market to provide quick, precise, and objective intraprocedural wire-free FFR guidance that is practical for every case.",https://www.cath.works/
Company Name,Description,Website
,"Civetta is a biotechnology company focused on the development of therapies that target betapropeller domains to treat cancer and other diseases. The company was founded based on the pivotal insights into beta-propeller domains made by its founders, which helped elucidate betapropeller domain functionality and their potential for therapeutic intervention in oncology as well as neurodegeneration, metabolic disease and other disease areas. Civetta is funded by Deerfield Management Company and is based in Cambridge, MA.",https://www.civettatherapeutics.com/
Company Name,Description,Website
,"Cohere Health moves quality care forward. Cohere’s digital healthcare collaboration platform and supporting services align patients, physicians, and health plans at the point of diagnosis to expedite physician-approved, evidence-based treatment plans. With the goal of creating optimal care journeys for every patient, Cohere is transforming legacy processes to more quickly achieve the goal of higher quality care and lower cost for all. Cohere works with physicians and health plans committed to the transparent delivery of quality patient care. Cohere’s investors include Flare Capital Partners and Define Ventures.",https://coherehealth.com/
Company Name,Description,Website
,"Collage Rehabilitation Partners brings together world class organizations, ReMed and Learning Services, creating a national continuum of post-acute neurorehabilitation services that are creative, inventive, and thrive on the complex challenges that we are presented with every day. Our dedicated treatment teams focus on creating long-term solutions, and have a passion for advancing treatment in our industry – moving lives forward one step, one day and one person at a time. ",https://collagerehab.com/
Company Name,Description,Website
